timestamp,device_id,location,crop_type,season,temperature,humidity,rainfall,soil_moisture,soil_ph,light_intensity,fertilizer_used,irrigation_needed,crop_health,yield_estimate,pest_risk,anomaly_flag
2024-01-01 12:00:00,BD-DHA-004,Dhaka,Tomato,winter,20.2,71.08,0.0,52.45,6.24,48827.0,38.1,0,Healthy,36.72,Low,0
2024-01-01 13:00:00,BD-MYM-006,Mymensingh,Wheat,winter,26.95,66.88,0.0,39.77,6.29,37450.0,67.44,0,Healthy,3.09,Low,0
2024-01-01 13:00:00,BD-MYM-008,Mymensingh,Potato,winter,18.98,59.3,0.0,75.36,5.5,36437.0,32.61,0,Healthy,25.15,Low,0
2024-01-01 14:00:00,BD-MYM-008,Mymensingh,Wheat,winter,24.71,60.07,0.0,48.4,6.82,37877.0,32.52,0,Healthy,3.32,Low,0
2024-01-01 14:00:00,BD-SYL-003,Sylhet,Wheat,winter,20.56,74.08,0.0,55.14,7.04,36046.0,17.55,0,Healthy,3.07,Low,0
2024-01-01 15:00:00,BD-MYM-005,Mymensingh,Tomato,winter,20.62,65.66,0.0,66.08,7.08,30094.0,41.63,0,Healthy,37.47,Low,0
2024-01-01 15:00:00,BD-CHA-007,Chattogram,Jute,winter,23.29,55.27,0.0,52.36,6.25,34673.0,18.17,0,Healthy,2.8,Low,0
2024-01-01 15:00:00,BD-RAJ-003,Rajshahi,Tomato,winter,21.49,67.33,0.0,51.18,6.6,28345.0,48.62,0,Healthy,37.59,Low,0
2024-01-01 16:00:00,BD-CHA-002,Chattogram,Rice,winter,21.44,65.69,11.79,62.06,6.25,23667.0,51.3,0,Healthy,4.58,Low,0
2024-01-01 16:00:00,BD-DHA-003,Dhaka,Wheat,winter,24.81,52.02,0.0,56.52,7.05,19939.0,12.05,0,Healthy,3.07,Low,0
2024-01-01 17:00:00,BD-MYM-007,Mymensingh,Tomato,winter,24.28,59.02,0.0,57.23,7.04,8186.0,34.08,0,Healthy,37.56,Low,0
2024-01-01 17:00:00,BD-DHA-007,Dhaka,Potato,winter,24.69,56.82,0.0,43.28,5.71,11907.0,59.51,0,Healthy,25.34,Low,0
2024-01-01 18:00:00,BD-KHU-008,Khulna,Tomato,winter,21.96,53.32,3.16,60.32,6.17,1016.0,60.65,0,Healthy,38.3,Low,0
2024-01-01 18:00:00,BD-SYL-001,Sylhet,Rice,winter,23.61,57.33,0.0,52.78,6.89,2368.0,31.09,0,Healthy,4.63,Low,0
2024-01-01 19:00:00,BD-MYM-005,Mymensingh,Jute,winter,20.99,72.4,0.0,64.74,6.27,5.0,27.78,0,Healthy,2.92,Low,0
2024-01-01 19:00:00,BD-DHA-005,Dhaka,Potato,winter,24.28,58.95,0.0,37.53,5.5,97.0,33.01,0,Healthy,27.45,Low,0
2024-01-01 19:00:00,BD-RAJ-008,Rajshahi,Rice,winter,17.54,62.42,0.0,52.21,6.7,91.0,44.84,0,Healthy,4.56,Low,0
2024-01-01 20:00:00,BD-MYM-005,Mymensingh,Tomato,winter,25.45,59.51,0.0,46.51,5.81,97.0,57.08,0,Healthy,37.67,Low,0
2024-01-01 20:00:00,BD-RAJ-002,Rajshahi,Jute,winter,16.28,53.99,0.0,63.14,6.22,77.0,23.74,0,Healthy,2.71,Low,0
2024-01-01 21:00:00,BD-MYM-004,Mymensingh,Wheat,winter,18.27,50.88,0.0,65.45,6.19,11.0,55.55,0,Healthy,3.36,Low,0
2024-01-01 21:00:00,BD-SYL-003,Sylhet,Tomato,winter,22.27,70.34,0.0,74.71,7.2,88.0,9.59,0,Healthy,33.4,Low,0
2024-01-01 22:00:00,BD-KHU-001,Khulna,Tomato,winter,21.37,69.93,0.0,64.22,6.92,39.0,0.0,0,Healthy,35.55,Low,0
2024-01-01 22:00:00,BD-SYL-008,Sylhet,Rice,winter,22.47,45.53,0.0,70.09,5.95,86.0,29.71,0,Stressed,3.38,Low,0
2024-01-01 22:00:00,BD-DHA-006,Dhaka,Jute,winter,23.86,59.96,0.0,55.74,5.68,8.0,43.39,0,Healthy,2.71,Low,0
2024-01-01 23:00:00,BD-RAJ-001,Rajshahi,Wheat,winter,19.43,63.25,0.0,57.73,7.18,67.0,21.07,0,Healthy,3.06,Low,0
2024-01-01 23:00:00,BD-KHU-002,Khulna,Rice,winter,20.89,54.56,0.64,51.09,5.93,36.0,26.17,0,Healthy,4.61,Low,0
2024-01-02 00:00:00,BD-MYM-008,Mymensingh,Rice,winter,20.37,61.43,0.0,65.46,6.25,75.0,19.39,0,Healthy,4.53,Low,0
2024-01-02 00:00:00,BD-KHU-003,Khulna,Wheat,winter,20.66,49.9,0.0,70.18,7.14,90.0,10.24,0,Stressed,2.57,Low,0
2024-01-02 01:00:00,BD-MYM-008,Mymensingh,Tomato,winter,21.7,53.63,0.0,46.84,6.14,38.0,17.07,0,Healthy,33.88,Low,0
2024-01-02 01:00:00,BD-RAJ-005,Rajshahi,Tomato,winter,19.48,71.25,0.0,67.1,6.15,54.0,29.93,0,Healthy,36.33,Low,0
2024-01-02 01:00:00,BD-KHU-007,Khulna,Wheat,winter,19.58,58.73,0.0,72.09,6.28,57.0,2.03,0,Healthy,3.09,Low,0
2024-01-02 02:00:00,BD-KHU-004,Khulna,Jute,winter,23.31,55.66,0.0,47.66,5.87,90.0,19.1,0,Healthy,2.69,Low,0
2024-01-02 02:00:00,BD-CHA-006,Chattogram,Potato,winter,22.63,59.67,0.0,57.46,5.77,87.0,18.46,0,Healthy,24.39,Low,0
2024-01-02 03:00:00,BD-KHU-008,Khulna,Rice,winter,23.76,60.66,0.0,59.37,6.87,19.0,14.77,0,Healthy,4.49,Low,0
2024-01-02 03:00:00,BD-RAJ-004,Rajshahi,Rice,winter,18.2,60.32,0.0,44.95,6.82,58.0,28.68,0,Healthy,4.63,Low,0
2024-01-02 04:00:00,BD-SYL-001,Sylhet,Tomato,winter,19.17,54.26,23.01,73.3,6.9,25.0,18.46,0,Healthy,36.83,Low,0
2024-01-02 04:00:00,BD-KHU-004,Khulna,Tomato,winter,20.31,76.23,0.0,62.8,6.42,83.0,33.39,0,Healthy,34.2,Low,0
2024-01-02 04:00:00,BD-RAJ-001,Rajshahi,Rice,winter,22.21,63.25,0.0,69.99,6.64,20.0,21.76,0,Healthy,4.39,Low,0
2024-01-02 05:00:00,BD-MYM-001,Mymensingh,Wheat,winter,23.27,66.9,0.0,61.31,6.67,39.0,25.0,0,Healthy,3.22,Low,0
2024-01-02 05:00:00,BD-DHA-001,Dhaka,Jute,winter,25.04,67.01,0.0,41.51,6.33,38.0,25.62,0,Healthy,2.89,Low,0
2024-01-02 06:00:00,BD-DHA-004,Dhaka,Jute,winter,19.94,61.91,0.0,42.81,6.66,1692.0,21.69,0,Healthy,2.92,Low,0
2024-01-02 06:00:00,BD-MYM-008,Mymensingh,Wheat,winter,22.42,61.65,0.0,42.95,6.47,7549.0,38.04,0,Healthy,3.46,Low,0
2024-01-02 07:00:00,BD-KHU-003,Khulna,Tomato,winter,25.0,57.04,0.0,57.57,6.13,14701.0,57.11,0,Healthy,36.89,Low,0
2024-01-02 07:00:00,BD-KHU-008,Khulna,Wheat,winter,20.19,51.7,0.0,58.91,7.13,5899.0,0.0,0,Healthy,3.49,Low,0
2024-01-02 07:00:00,BD-CHA-007,Chattogram,Wheat,winter,22.42,77.62,0.0,54.96,7.09,12758.0,34.48,0,Healthy,3.38,Low,0
2024-01-02 08:00:00,BD-DHA-002,Dhaka,Potato,winter,26.39,68.97,0.0,49.75,5.84,19549.0,45.62,0,Healthy,24.17,Low,0
2024-01-02 08:00:00,BD-SYL-007,Sylhet,Potato,winter,27.92,63.49,0.0,44.03,5.63,14939.0,0.0,0,Healthy,25.77,Low,0
2024-01-02 09:00:00,BD-CHA-001,Chattogram,Rice,winter,18.99,51.37,0.0,43.99,6.4,22657.0,27.02,0,Healthy,4.39,Low,0
2024-01-02 09:00:00,BD-DHA-007,Dhaka,Jute,winter,23.88,58.95,0.0,70.17,6.65,26940.0,7.87,0,Healthy,2.7,Low,0
2024-01-02 10:00:00,BD-DHA-004,Dhaka,Wheat,winter,28.0,60.39,6.93,53.02,6.74,28307.0,19.06,0,Healthy,3.06,Low,0
2024-01-02 10:00:00,BD-RAJ-008,Rajshahi,Wheat,winter,20.34,60.71,0.0,70.88,5.74,24249.0,5.19,0,Healthy,3.31,Low,0
2024-01-02 10:00:00,BD-CHA-003,Chattogram,Jute,winter,22.68,58.3,0.0,39.41,5.89,29088.0,65.05,0,Healthy,2.67,Low,0
2024-01-02 11:00:00,BD-CHA-004,Chattogram,Rice,winter,24.18,68.48,1.25,59.45,6.05,35387.0,39.79,0,Healthy,4.72,Low,0
2024-01-02 11:00:00,BD-CHA-002,Chattogram,Rice,winter,21.44,57.5,0.0,57.69,6.6,46869.0,9.86,0,Healthy,4.41,Low,0
2024-01-02 12:00:00,BD-MYM-001,Mymensingh,Rice,winter,18.1,71.76,0.0,55.12,6.92,36478.0,1.83,0,Healthy,4.67,Low,0
2024-01-02 12:00:00,BD-RAJ-003,Rajshahi,Potato,winter,19.01,71.7,0.0,41.45,5.58,44859.0,29.38,0,Healthy,26.75,Low,0
2024-01-02 13:00:00,BD-CHA-008,Chattogram,Wheat,winter,27.03,64.48,0.0,48.67,6.73,38729.0,36.95,0,Healthy,3.12,Low,0
2024-01-02 13:00:00,BD-CHA-001,Chattogram,Wheat,winter,22.46,53.48,0.0,73.87,7.09,36291.0,40.54,0,Healthy,3.05,Low,0
2024-01-02 14:00:00,BD-CHA-001,Chattogram,Potato,winter,25.78,70.47,0.0,30.42,5.5,31517.0,30.52,1,Stressed,18.33,Medium,0
2024-01-02 14:00:00,BD-SYL-008,Sylhet,Jute,winter,22.44,54.96,0.0,38.61,5.88,41348.0,12.32,0,Healthy,2.78,Low,0
2024-01-02 14:00:00,BD-CHA-008,Chattogram,Wheat,winter,26.86,57.97,0.0,38.63,7.08,31763.0,32.44,0,Healthy,3.28,Low,0
2024-01-02 15:00:00,BD-RAJ-005,Rajshahi,Wheat,winter,24.68,55.31,0.0,52.28,6.67,38159.0,29.05,0,Healthy,3.25,Low,0
2024-01-02 15:00:00,BD-DHA-001,Dhaka,Jute,winter,23.17,63.55,0.0,58.97,5.57,24649.0,25.05,0,Healthy,3.05,Low,0
2024-01-02 16:00:00,BD-DHA-001,Dhaka,Tomato,winter,21.83,64.14,0.0,65.41,6.55,24083.0,42.37,0,Healthy,36.71,Low,0
2024-01-02 16:00:00,BD-CHA-003,Chattogram,Rice,winter,20.94,64.22,0.0,60.38,6.58,21358.0,4.47,0,Healthy,4.89,Low,0
2024-01-02 17:00:00,BD-KHU-002,Khulna,Wheat,winter,19.48,67.02,0.0,69.57,6.77,8026.0,47.73,0,Healthy,3.44,Low,0
2024-01-02 17:00:00,BD-DHA-002,Dhaka,Wheat,winter,18.72,63.34,0.0,61.64,6.61,16632.0,12.11,0,Healthy,3.07,Low,0
2024-01-02 17:00:00,BD-CHA-002,Chattogram,Tomato,winter,25.38,61.31,0.0,58.11,6.61,3605.0,41.71,0,Healthy,33.38,Low,0
2024-01-02 18:00:00,BD-RAJ-001,Rajshahi,Tomato,winter,23.66,60.31,0.0,46.83,7.06,11494.0,22.74,0,Healthy,37.84,Low,0
2024-01-02 18:00:00,BD-DHA-007,Dhaka,Tomato,winter,20.96,69.69,0.0,47.33,6.82,0.0,13.9,0,Healthy,34.76,Low,0
2024-01-02 19:00:00,BD-KHU-006,Khulna,Jute,winter,17.49,51.95,0.0,71.11,6.11,94.0,76.19,0,Healthy,2.73,Low,0
2024-01-02 19:00:00,BD-RAJ-006,Rajshahi,Wheat,winter,20.45,67.78,0.0,73.03,6.54,22.0,19.38,0,Healthy,3.13,Low,0
2024-01-02 20:00:00,BD-SYL-007,Sylhet,Wheat,winter,20.84,58.88,0.0,70.44,6.57,70.0,36.87,0,Healthy,3.15,Low,0
2024-01-02 20:00:00,BD-MYM-005,Mymensingh,Potato,winter,21.12,75.72,0.0,65.2,5.55,89.0,22.25,0,Healthy,27.33,Low,0
2024-01-02 20:00:00,BD-SYL-002,Sylhet,Rice,winter,23.27,67.22,0.0,50.83,6.18,37.0,47.68,0,Healthy,4.61,Low,0
2024-01-02 21:00:00,BD-CHA-002,Chattogram,Rice,winter,19.78,64.63,9.53,54.84,5.5,59.0,12.6,0,Healthy,4.83,Low,0
2024-01-02 21:00:00,BD-KHU-004,Khulna,Tomato,winter,23.59,72.31,0.0,54.51,6.62,66.0,46.41,0,Healthy,36.91,Low,0
2024-01-02 22:00:00,BD-SYL-003,Sylhet,Jute,winter,23.18,69.21,0.0,59.21,6.05,74.0,13.33,0,Healthy,2.73,Low,0
2024-01-02 22:00:00,BD-DHA-004,Dhaka,Jute,winter,22.07,68.52,1.69,57.66,6.22,63.0,45.07,0,Healthy,2.89,Low,0
2024-01-02 23:00:00,BD-SYL-003,Sylhet,Potato,winter,18.85,61.78,0.0,55.21,5.76,63.0,35.58,0,Healthy,27.25,Low,0
2024-01-02 23:00:00,BD-KHU-005,Khulna,Tomato,winter,22.41,62.72,1.79,51.69,6.57,58.0,53.9,0,Healthy,33.49,Low,0
2024-01-02 23:00:00,BD-MYM-001,Mymensingh,Tomato,winter,18.45,56.27,0.0,63.6,6.45,77.0,0.0,0,Healthy,36.84,Low,0
2024-01-03 00:00:00,BD-SYL-002,Sylhet,Wheat,winter,18.62,45.34,0.0,66.05,7.19,22.0,34.88,0,Stressed,2.66,Low,0
2024-01-03 00:00:00,BD-SYL-002,Sylhet,Rice,winter,20.68,64.33,0.0,55.48,6.01,27.0,63.2,0,Healthy,4.94,Low,0
2024-01-03 01:00:00,BD-MYM-003,Mymensingh,Jute,winter,21.44,62.35,0.0,56.09,6.11,37.0,28.36,0,Healthy,3.07,Low,0
2024-01-03 01:00:00,BD-SYL-004,Sylhet,Jute,winter,24.61,62.28,0.0,55.16,6.38,63.0,42.15,0,Healthy,2.72,Low,0
2024-01-03 02:00:00,BD-RAJ-005,Rajshahi,Tomato,winter,22.46,64.73,0.0,43.51,6.48,13.0,16.47,0,Healthy,34.3,Low,0
2024-01-03 02:00:00,BD-CHA-005,Chattogram,Rice,winter,26.2,60.85,0.0,41.39,6.25,46.0,49.92,0,Healthy,4.28,Low,0
2024-01-03 02:00:00,BD-DHA-007,Dhaka,Jute,winter,20.94,43.84,0.0,66.32,5.76,86.0,10.66,0,Stressed,2.1,Low,0
2024-01-03 03:00:00,BD-DHA-001,Dhaka,Jute,winter,21.89,59.98,0.0,43.08,6.41,1.0,65.63,0,Healthy,2.8,Low,0
2024-01-03 03:00:00,BD-RAJ-005,Rajshahi,Wheat,winter,21.42,55.45,0.41,45.68,6.69,57.0,49.78,0,Healthy,3.14,Low,0
2024-01-03 04:00:00,BD-MYM-008,Mymensingh,Tomato,winter,23.45,61.84,0.0,44.33,6.52,71.0,17.06,0,Healthy,37.82,Low,0
2024-01-03 04:00:00,BD-MYM-007,Mymensingh,Tomato,winter,20.65,67.26,0.0,69.7,6.58,45.0,38.03,0,Healthy,37.09,Low,0
2024-01-03 05:00:00,BD-DHA-002,Dhaka,Rice,winter,27.09,53.12,0.0,41.57,6.49,56.0,72.85,0,Healthy,4.76,Low,0
2024-01-03 05:00:00,BD-MYM-003,Mymensingh,Tomato,winter,19.37,63.76,0.0,55.87,5.83,87.0,48.66,0,Healthy,35.48,Low,0
2024-01-03 06:00:00,BD-DHA-006,Dhaka,Tomato,winter,24.04,49.59,0.0,71.46,6.93,0.0,26.55,0,Stressed,26.44,Low,0
2024-01-03 06:00:00,BD-KHU-003,Khulna,Potato,winter,24.06,69.84,0.0,65.21,5.96,0.0,36.48,0,Healthy,25.6,Low,0
2024-01-03 06:00:00,BD-RAJ-001,Rajshahi,Jute,winter,21.32,58.96,0.0,66.14,6.66,0.0,22.75,0,Healthy,3.07,Low,0
2024-01-03 07:00:00,BD-SYL-001,Sylhet,Jute,winter,19.39,51.37,0.0,70.03,5.58,8991.0,0.0,0,Healthy,3.01,Low,0
2024-01-03 07:00:00,BD-RAJ-004,Rajshahi,Rice,winter,22.59,64.33,0.0,39.69,6.36,8606.0,23.57,0,Healthy,4.84,Low,0
2024-01-03 08:00:00,BD-SYL-007,Sylhet,Tomato,winter,26.85,66.87,0.0,49.62,6.37,17245.0,30.97,0,Healthy,38.17,Low,0
2024-01-03 08:00:00,BD-MYM-003,Mymensingh,Wheat,winter,20.4,59.13,0.0,46.56,6.83,10009.0,48.33,0,Healthy,3.26,Low,0
2024-01-03 09:00:00,BD-RAJ-003,Rajshahi,Potato,winter,22.81,73.92,0.0,51.89,5.5,31506.0,35.53,0,Healthy,25.41,Low,0
2024-01-03 09:00:00,BD-DHA-003,Dhaka,Jute,winter,20.48,63.65,0.0,47.61,6.26,30109.0,78.07,0,Healthy,3.02,Low,0
2024-01-03 09:00:00,BD-CHA-004,Chattogram,Jute,winter,21.87,67.37,0.0,66.57,5.76,36440.0,14.57,0,Healthy,2.94,Low,0
2024-01-03 10:00:00,BD-RAJ-002,Rajshahi,Potato,winter,22.69,66.7,0.0,50.94,6.45,36909.0,25.12,0,Healthy,24.98,Low,0
2024-01-03 10:00:00,BD-DHA-008,Dhaka,Wheat,winter,24.25,63.98,0.0,58.14,7.32,33334.0,32.41,0,Healthy,3.04,Low,0
2024-01-03 11:00:00,BD-RAJ-008,Rajshahi,Jute,winter,19.6,51.48,0.0,41.66,5.8,27870.0,17.22,0,Healthy,2.76,Low,0
2024-01-03 11:00:00,BD-SYL-004,Sylhet,Wheat,winter,18.91,70.95,0.0,69.23,5.9,35222.0,31.18,0,Healthy,3.27,Low,0
2024-01-03 12:00:00,BD-DHA-004,Dhaka,Potato,winter,24.63,52.29,0.0,35.23,6.21,50000.0,57.69,0,Healthy,26.8,Low,0
2024-01-03 12:00:00,BD-SYL-005,Sylhet,Rice,winter,23.32,65.06,0.0,55.34,6.42,42765.0,29.33,0,Healthy,4.45,Low,0
2024-01-03 12:00:00,BD-SYL-006,Sylhet,Tomato,winter,19.78,66.47,0.0,51.65,6.87,32147.0,10.21,0,Healthy,35.42,Low,0
2024-01-03 13:00:00,BD-CHA-006,Chattogram,Rice,winter,24.2,63.67,0.0,41.52,7.24,39748.0,33.21,0,Healthy,4.45,Low,0
2024-01-03 13:00:00,BD-DHA-005,Dhaka,Wheat,winter,19.81,69.32,0.0,57.03,6.85,36490.0,32.45,0,Healthy,3.43,Low,0
2024-01-03 14:00:00,BD-KHU-005,Khulna,Rice,winter,23.27,55.32,0.0,45.97,6.96,33136.0,24.49,0,Healthy,4.43,Low,0
2024-01-03 14:00:00,BD-DHA-007,Dhaka,Jute,winter,23.75,65.35,0.0,46.27,5.93,36036.0,13.29,0,Healthy,2.91,Low,0
2024-01-03 15:00:00,BD-MYM-006,Mymensingh,Potato,winter,27.01,64.23,0.0,51.13,6.29,36401.0,0.0,0,Healthy,25.22,Low,0
2024-01-03 15:00:00,BD-KHU-002,Khulna,Potato,winter,22.62,62.1,0.0,53.54,5.5,36480.0,63.55,0,Healthy,26.35,Low,0
2024-01-03 15:00:00,BD-KHU-004,Khulna,Jute,winter,20.71,63.79,0.0,72.72,5.76,24728.0,18.27,0,Healthy,2.88,Low,0
2024-01-03 16:00:00,BD-DHA-007,Dhaka,Rice,winter,21.54,55.85,0.0,62.21,6.63,24168.0,0.0,0,Healthy,4.5,Low,0
2024-01-03 16:00:00,BD-KHU-004,Khulna,Jute,winter,22.87,71.15,0.0,57.38,6.24,16596.0,10.19,0,Healthy,2.89,Low,0
2024-01-03 17:00:00,BD-CHA-002,Chattogram,Jute,winter,23.47,70.56,0.0,49.23,6.64,13398.0,8.15,0,Healthy,3.08,Low,0
2024-01-03 17:00:00,BD-KHU-006,Khulna,Rice,winter,21.26,68.09,0.0,57.02,6.2,11479.0,19.45,0,Healthy,4.83,Low,0
2024-01-03 18:00:00,BD-MYM-005,Mymensingh,Tomato,winter,22.84,52.86,0.0,44.34,5.77,2540.0,7.93,0,Healthy,36.4,Low,0
2024-01-03 18:00:00,BD-SYL-007,Sylhet,Jute,winter,16.98,59.96,0.0,70.42,6.05,2320.0,21.23,0,Healthy,3.03,Low,0
2024-01-03 18:00:00,BD-CHA-005,Chattogram,Tomato,winter,24.72,63.79,0.0,56.41,6.43,0.0,40.73,0,Healthy,35.07,Low,0
2024-01-03 19:00:00,BD-RAJ-004,Rajshahi,Potato,winter,19.9,67.24,0.0,62.39,6.79,76.0,24.0,0,Healthy,24.41,Low,0
2024-01-03 19:00:00,BD-MYM-007,Mymensingh,Wheat,winter,19.51,57.97,0.0,63.31,6.82,43.0,31.29,0,Healthy,3.25,Low,0
2024-01-03 20:00:00,BD-KHU-005,Khulna,Potato,winter,17.39,51.94,0.0,67.41,5.5,6.0,38.34,0,Healthy,26.68,Low,0
2024-01-03 20:00:00,BD-KHU-001,Khulna,Jute,winter,22.35,57.75,0.0,48.34,6.04,12.0,17.73,0,Healthy,2.95,Low,0
2024-01-03 21:00:00,BD-SYL-004,Sylhet,Potato,winter,21.29,61.07,0.0,55.59,5.5,62.0,48.25,0,Healthy,25.73,Low,0
2024-01-03 21:00:00,BD-KHU-006,Khulna,Potato,winter,18.81,58.5,0.0,71.36,5.67,73.0,18.47,0,Healthy,23.82,Low,0
2024-01-03 21:00:00,BD-CHA-008,Chattogram,Wheat,winter,15.95,56.36,0.0,67.49,6.4,55.0,29.38,0,Healthy,3.26,Low,0
2024-01-03 22:00:00,BD-KHU-008,Khulna,Wheat,winter,21.94,53.78,0.0,66.28,6.45,48.0,2.56,0,Healthy,3.26,Low,0
2024-01-03 22:00:00,BD-MYM-002,Mymensingh,Jute,winter,18.24,55.54,0.0,70.55,5.56,84.0,21.87,0,Healthy,2.68,Low,0
2024-01-03 23:00:00,BD-KHU-006,Khulna,Rice,winter,27.03,55.96,0.0,49.71,6.82,61.0,30.64,0,Healthy,4.38,Low,0
2024-01-03 23:00:00,BD-RAJ-005,Rajshahi,Wheat,winter,20.24,73.42,0.44,58.86,6.65,7.0,33.69,0,Healthy,3.05,Low,0
2024-01-04 00:00:00,BD-RAJ-003,Rajshahi,Rice,winter,20.13,68.66,0.0,69.31,6.24,66.0,20.97,0,Healthy,4.34,Low,0
2024-01-04 00:00:00,BD-DHA-004,Dhaka,Potato,winter,20.98,54.79,0.43,65.17,6.04,38.0,56.22,0,Healthy,24.52,Low,0
2024-01-04 01:00:00,BD-KHU-002,Khulna,Potato,winter,25.1,63.71,0.0,44.02,5.82,97.0,17.13,0,Healthy,27.42,Low,0
2024-01-04 01:00:00,BD-CHA-004,Chattogram,Potato,winter,24.16,70.19,0.0,56.33,5.5,34.0,37.18,0,Healthy,27.23,Low,0
2024-01-04 01:00:00,BD-CHA-007,Chattogram,Wheat,winter,19.56,46.89,0.0,63.95,6.86,24.0,25.57,0,Stressed,2.81,Low,0
